KIC TYC ra dec numax sig_numax dnu sig_dnu teff sig_teff logg sig_logg feh sig_feh plx sig_plx btmag sig_btmag vtmag sig_vtmag gmag sig_gmag rmag sig_rmag imag sig_imag zmag sig_zmag jmag sig_jmag hmag sig_hmag kmag sig_kmag clump src
     8605197    3130-2875-1   282.38376300    44.76829500   109.577     0.686     9.716     0.025  4712.0    86.0     2.944     0.005     0.080     0.060     0.39021438     0.70791346  13.532   0.330  12.457   0.194  12.676   0.020  11.748   0.020  11.437   0.020  11.282   0.020  10.107   0.021   9.628   0.031   9.461   0.018  0  apo
     8607581     3131-955-1   283.64772400    44.71291400    35.207     0.858     4.300     0.071  4865.1    86.0     2.457     0.011    -0.273     0.060     0.60694647     0.25955179  12.050   0.119  10.866   0.061  11.367   0.020  10.604   0.020  10.315   0.020  10.182   0.020   9.129   0.022   8.642   0.023   8.531   0.014  1  apo
     8607720    3131-1331-1   283.73642000    44.71331000   159.000     2.400    12.860     0.060  5066.0    75.0     3.121     0.007    -0.330     0.100     1.25872123     0.28651246  11.892   0.090  10.959   0.064  11.327   0.020  10.633   0.020  10.419   0.020  10.297   0.020   9.261   0.022   8.800   0.018   8.716   0.013  0  spc
     8610579    3132-2011-1   285.34487900    44.75330000    21.680     2.747     2.671     0.260  4538.1    86.0     2.232     0.055     0.089     0.060     0.67836565     0.31465271  12.601   0.220  10.984   0.069  11.485   0.020  10.499   0.020  10.202   0.020   9.993   0.020   8.870   0.024   8.283   0.018   8.129   0.016 -1  apo
     8611114     3132-924-1   285.64513100    44.73574400    32.972     0.995     4.234     0.034  4838.8    86.0     2.428     0.014    -0.221     0.060     0.65827888     0.31279078  12.216   0.158  10.988   0.071  11.374   0.020  10.572   0.020  10.287   0.020  10.150   0.020   9.119   0.030   8.611   0.069   8.480   0.024  1  apo
     8612241     3132-802-1   286.26343900    44.70803100    80.132     0.984     7.093     0.012  4893.7    86.0     2.816     0.007    -0.237     0.060     1.21042788     0.34951714  11.727   0.089  10.661   0.060  10.881   0.020  10.153   0.020   9.908   0.020   9.762   0.020   8.788   0.023   8.291   0.016   8.192   0.014  0  apo
     8612520     3132-700-1   286.40130500    44.70695900    42.962     0.736     4.242     0.015  4696.7    86.0     2.536     0.008     0.025     0.060     0.74447680     0.31460908  12.989   0.328  11.755   0.169  12.531   0.020  11.635   0.020  11.334   0.020  11.162   0.020  10.059   0.020   9.485   0.019   9.407   0.012 -1  apo
     8612811    3132-1298-1   286.55282500    44.79035900    32.367     0.795     4.173     0.017  4784.4    86.0     2.417     0.011    -0.165     0.060     1.04379439     0.30922246  13.837   0.489  11.922   0.183  12.797   0.020  11.962   0.020  11.668   0.020  11.524   0.020  10.432   0.021   9.957   0.017   9.843   0.012  1  apo
     8613105     3132-564-1   286.72884300    44.75204500   128.097     1.100    10.300     0.021  4851.9    86.0     3.018     0.005     0.065     0.060     1.43578243     0.24478179  12.870   0.271  11.238   0.086  11.585   0.020  10.797   0.020  10.575   0.020  10.408   0.020   9.380   0.024   8.912   0.034   8.789   0.015  0  apo
     8613120     3132-898-1   286.73499800    44.71226900   179.048     0.874    14.526     0.017  4833.6    86.0     3.162     0.004    -0.022     0.060     2.00617194     0.29934773  12.222   0.153  11.503   0.110  11.708   0.020  10.936   0.020  10.688   0.020  10.542   0.020   9.529   0.024   9.049   0.018   8.940   0.015 -1  apo
     8613617     3132-670-1   287.01509800    44.76342800   170.258     0.996    13.539     0.021  4921.9    86.0     3.144     0.005    -0.097     0.060     1.38253844     0.32391524  12.666   0.247  11.994   0.188  12.248   0.020  11.492   0.020  11.246   0.020  11.112   0.020  10.088   0.022   9.638   0.028   9.507   0.018  0  apo
     8619322      3133-13-1   289.78683400    44.77850700    76.979     1.074     6.829     0.058  5076.1    86.0     2.806     0.007    -0.118     0.060     0.86697346     0.24146803  11.156   0.052  10.191   0.034  10.485   0.020   9.779   0.020   9.536   0.020   9.409   0.020   8.347   0.018   7.947   0.021   7.858   0.020  1  apo
     8620449     3146-526-1   290.23119000    44.72814200    36.828     0.925     4.268     0.047  4860.6    86.0     2.477     0.012    -0.208     0.060     0.04297907     0.61525744  12.712   0.218  11.612   0.114  12.022   0.020  11.183   0.020  10.888   0.020  10.717   0.020   9.616   0.021   9.127   0.020   9.006   0.011  1  apo
     8621637     3146-256-1   290.63484000    44.74388000  1042.115    23.681    57.437     1.055  5607.0    77.3     3.960     0.010     0.080     0.101     3.09286354     0.34738540  12.316   0.167  11.545   0.111  12.001   0.020  11.482   0.020  11.333   0.020  11.276   0.020  10.395   0.021  10.074   0.018  10.034   0.013  0  spc
     8623829     3146-511-1   291.45201100    44.70669900    90.584     0.911     7.283     0.027  5046.2    86.0     2.876     0.006    -0.027     0.060     1.11381125     0.28862765  12.404   0.179  11.491   0.102  11.679   0.020  10.942   0.020  10.686   0.020  10.547   0.020   9.520   0.021   9.083   0.017   8.981   0.012  1  apo
     8635922     3148-715-1   295.81994900    44.72519700    79.621     1.801     6.863     0.018  5056.6    86.0     2.820     0.010    -0.120     0.060     0.89520526     0.29933634  12.950   0.249  12.402   0.208  12.765   0.020  11.938   0.020  11.635   0.020  11.481   0.020  10.398   0.021   9.930   0.021   9.797   0.012 -1  apo
     8654400     3162-561-1   300.76560900    44.75569500   134.805     1.163    10.605     0.014  4863.3    86.0     3.040     0.005     0.045     0.060     2.12290812     0.80146891  13.141   0.322  11.746   0.148  12.128   0.020  11.245   0.020  10.952   0.020  10.780   0.020   9.733   0.020   9.216   0.019   9.105   0.016 -1  apo
     8656342     3162-805-1   301.44490950    44.79322000  1015.271   226.628    71.368     1.034  5960.0    77.3     3.961     0.097    -0.040     0.101     3.44764206     0.33002979  11.727   0.094  11.130   0.095  11.252   0.020  10.828   0.020  10.683   0.020  10.652   0.020   9.861   0.021   9.591   0.017   9.517   0.019  0  spc
     8669282    3130-2793-1   282.02324200    44.81417100    39.108     1.201     4.360     0.057  4793.5    86.0     2.500     0.014    -0.085     0.060     0.35858488     0.57900029  13.016   0.258  11.458   0.095  11.803   0.020  10.950   0.020  10.712   0.020  10.511   0.020   9.469   0.029   8.986   0.033   8.854   0.022  1  apo
     8671819    3131-1671-1   283.40706200    44.89323400    29.663     0.850     4.016     0.071  4855.2    86.0     2.383     0.013    -0.456     0.060     0.73591429     0.33735570  12.860   0.254  11.705   0.136  12.220   0.020  11.483   0.020  11.190   0.020  11.035   0.020  10.005   0.020   9.517   0.018   9.426   0.013  1  apo
     8673221    3131-1523-1   284.14972300    44.84275400    36.292     1.149     4.093     0.037  4850.0    86.0     2.470     0.014    -0.126     0.060     1.04456854     0.25988773  11.296   0.059  10.194   0.033  10.469   0.020   9.675   0.020   9.386   0.020   9.242   0.020   8.207   0.021   7.722   0.015   7.611   0.026  1  apo
     8674581     3131-913-1   284.89472900    44.84719500    29.506     0.843     3.877     0.054  4682.6    86.0     2.372     0.013    -0.160     0.060     1.14173293     0.24744084  12.581   0.197  11.166   0.073  11.720   0.020  10.865   0.020  10.560   0.020  10.385   0.020   9.328   0.020   8.805   0.016   8.701   0.013  1  apo
     8675106     3132-160-1   285.19725100    44.88328900    72.580     0.938     6.629     0.015  4713.2    86.0     2.765     0.007     0.158     0.060     0.98042893     0.30044335  12.723   0.222  10.985   0.064  11.404   0.020  10.508   0.020  10.219   0.020  10.049   0.020   8.966   0.022   8.443   0.017   8.305   0.013  0  apo
     8676927     3132-794-1   286.23369700    44.85804700    42.371     0.850     4.608     0.048  4882.0    86.0     2.539     0.010    -0.130     0.060     1.06078267     0.23671938  11.691   0.082  10.479   0.047  10.843   0.020  10.065   0.020   9.788   0.020   9.650   0.020   8.600   0.024   8.122   0.024   8.012   0.018  1  apo
     8677016    3132-1655-1   286.28662950    44.80861000  1858.634   160.972    91.854     1.729  6111.0    77.3     4.230     0.038    -0.000     0.101     2.68650403     0.43109890  11.864   0.103  11.656   0.142  11.464   0.020  11.114   0.020  11.027   0.020  10.951   0.020  10.127   0.021   9.827   0.017   9.765   0.012  0  spc
     8677342     3132-252-1   286.47726400    44.84943400    51.586     0.603     5.211     0.014  4768.9    86.0     2.619     0.006    -0.117     0.060     0.60929900     0.25653717  12.247   0.168  11.584   0.123  12.064   0.020  11.225   0.020  10.919   0.020  10.753   0.020   9.705   0.021   9.187   0.017   9.065   0.012 -1  apo
     8684730     3146-289-1   290.11752000    44.87294000   962.000    39.000    51.700     1.900  5882.0    87.0     3.935     0.018     0.160     0.100     1.66249270     0.31541986  12.958   0.248  12.705   0.237 -99.000   0.020 -99.000   0.020 -99.000   0.020 -99.000   0.020  11.093   0.025  10.818   0.019  10.753   0.014  0  spc
     8684860     3146-418-1   290.16551200    44.85548000   162.684     1.240    12.410     0.014  4992.1    86.0     3.128     0.005    -0.096     0.060     1.44751370     0.24070460  12.331   0.165  10.974   0.065  11.227   0.020  10.508   0.020  10.256   0.020  10.127   0.020   9.188   0.032   8.683   0.017   8.601   0.014 -1  apo
     8686058     3146-478-1   290.60731500    44.89713300    44.424     0.959     4.683     0.069  4878.3    86.0     2.559     0.010    -0.104     0.060     0.60197169     0.28891078  12.039   0.120  11.043   0.074  11.529   0.020  10.710   0.020  10.416   0.020  10.268   0.020   9.194   0.026   8.718   0.021   8.595   0.014  1  apo
     8689860      3146-52-1   292.04778100    44.85715500     9.440     0.323     1.386     0.019  4224.3    86.0     1.855     0.016     0.106     0.060     0.46526504     0.32220569  13.572   0.358  11.311   0.084  11.909   0.020  10.644   0.020  10.175   0.020   9.886   0.020   8.649   0.026   7.950   0.017   7.766   0.018 -1  apo
     8693004     3147-309-1   293.32303800    44.89539300    35.304     0.633     3.666     0.015  4686.0    86.0     2.450     0.009    -0.054     0.060     0.84744912     0.31105050  11.896   0.101  11.037   0.075  11.744   0.020  10.799   0.020  10.443   0.020  10.249   0.020   9.141   0.018   8.579   0.017   8.449   0.016 -1  apo
     8694723     3147-375-1   293.96076000    44.88052000  1434.684     8.913    75.088     0.043  6246.0    77.3     4.122     0.004    -0.420     0.101     8.23230890     0.26387792   9.463   0.019   8.977   0.015   9.028   0.020   8.770   0.020   8.669   0.020   8.687   0.020   7.939   0.020   7.705   0.026   7.663   0.016  0  spc
     8696343     3147-303-1   294.51829950    44.81526000  2405.417   222.385   110.738     3.453  5985.0    77.3     4.337     0.040     0.000     0.101     5.57651788     0.45120231  11.542   0.067  10.881   0.061  11.024   0.020  10.650   0.020  10.524   0.020  10.483   0.020   9.682   0.024   9.429   0.018   9.335   0.015  0  spc
     8702606    3148-1531-1   296.57427000    44.82764000   666.500     3.097    39.639     0.033  5525.0    77.3     3.762     0.004    -0.150     0.101     5.38388965     0.30102352  10.406   0.035   9.595   0.025   9.729   0.020   9.236   0.020   9.037   0.020   8.952   0.020   8.089   0.030   7.744   0.018   7.684   0.027  0  spc
     8708650     3149-473-1   298.12922800    44.87236000    78.808     1.070     6.752     0.031  5041.1    86.0     2.815     0.007     0.025     0.060     1.12030637     0.27357757  11.937   0.094  10.871   0.060  11.222   0.020  10.369   0.020  10.048   0.020   9.872   0.020   8.834   0.026   8.331   0.021   8.226   0.014  1  apo
     8712103     3149-555-1   299.02737700    44.87812000     3.453     0.146     0.677     0.020  4044.5    86.0     1.409     0.019     0.010     0.060     0.67570978     0.42393219  13.343   0.322  11.531   0.098  12.227   0.020  10.696   0.020  10.007   0.020   9.589   0.020   8.170   0.039   7.331   0.057   7.126   0.021 -1  apo
     8718745     3162-767-1   300.91455500    44.81794000   128.002     0.837    11.344     0.021  4792.7    86.0     3.015     0.005    -0.348     0.060     2.08682537     0.28130072  12.383   0.192  11.210   0.090  11.469   0.020  10.653   0.020  10.339   0.020  10.158   0.020   9.160   0.020   8.618   0.023   8.487   0.016  0  apo
     8737032     3131-756-1   283.86385600    44.98518800    42.758     0.437     4.445     0.014  4708.9    86.0     2.535     0.006    -0.108     0.060     0.80592382     0.32987502  11.981   0.105  10.621   0.047  10.994   0.020  10.118   0.020   9.810   0.020   9.649   0.020   8.568   0.030   8.016   0.029   7.926   0.013 -1  apo
     8738809     3131-759-1   284.79376950    44.95048000   884.469    16.794    49.456     0.114  6049.0    81.3     3.905     0.009     0.200     0.101     3.27109549     0.27636283  10.735   0.038  10.133   0.031  10.227   0.020   9.857   0.020   9.735   0.020   9.746   0.020   8.983   0.020   8.710   0.027   8.681   0.016  0  spc
     8738834     3131-760-1   284.81219900    44.99341200    31.198     1.503     3.867     0.060  4572.3    86.0     2.391     0.021     0.278     0.060     1.06244004     0.26530501  12.313   0.153  11.008   0.062  11.437   0.020  10.449   0.020  10.130   0.020   9.943   0.020   8.797   0.021   8.290   0.021   8.121   0.016  1  apo
     8747415      3133-31-1   289.41463600    44.96804800   138.739     0.788    11.344     0.016  4973.5    86.0     3.058     0.004    -0.204     0.060     0.79360282     0.26311564  12.704   0.223  11.553   0.106  12.422   0.020  11.694   0.020  11.455   0.020  11.321   0.020  10.262   0.020   9.811   0.017   9.740   0.014 -1  apo
     8751420      3146-85-1   291.01408200    44.93353800   566.900     2.298    34.648     0.076  5305.0    77.3     3.683     0.004    -0.210     0.101    17.25377981     0.23701111   8.021   0.016   7.103   0.010 -99.000   0.020 -99.000   0.020 -99.000   0.020 -99.000   0.020   5.515   0.024   5.135   0.027   5.028   0.016  0  spc
     8752893     3146-277-1   291.57580000    44.99546800    68.261     0.572     6.606     0.017  4793.2    86.0     2.742     0.005    -0.238     0.060     1.22901905     0.23824643  12.767   0.250  11.228   0.085  11.740   0.020  10.933   0.020  10.654   0.020  10.511   0.020   9.396   0.020   8.894   0.017   8.798   0.014  0  apo
     8753234     3146-538-1   291.69496200    44.91025500    56.211     1.103     5.407     0.021  4830.3    86.0     2.659     0.009     0.090     0.060     0.89367455     0.26356202  12.331   0.151  11.052   0.065  11.524   0.020  10.669   0.020  10.393   0.020  10.242   0.020   9.201   0.021   8.664   0.026   8.573   0.016  1  apo
     8758700     3147-579-1   293.84714100    44.95843500    31.773     1.133     3.956     0.022  4835.7    86.0     2.412     0.016    -0.268     0.060     0.74742353     0.43597254  13.312   0.328  11.870   0.154  12.682   0.020  11.797   0.020  11.458   0.020  11.273   0.020  10.180   0.022   9.605   0.016   9.479   0.015  1  apo
     8759207     3147-435-1   294.03357300    44.90630300    80.559     1.097     7.073     0.020  5149.7    86.0     2.829     0.007    -0.149     0.060     1.09503078     0.22464254  12.571   0.217  11.347   0.092  11.657   0.020  10.907   0.020  10.628   0.020  10.491   0.020   9.452   0.021   9.024   0.019   8.889   0.012  1  apo
     8759811      3147-95-1   294.25871800    44.97306100    53.088     0.774     5.190     0.016  4922.6    86.0     2.638     0.007    -0.087     0.060     1.10709524     0.29217666  12.934   0.245  11.178   0.076  11.765   0.020  10.943   0.020  10.634   0.020  10.480   0.020   9.436   0.020   8.938   0.018   8.811   0.015  1  apo
     8760414     3147-171-1   294.47685000    44.98444700  2430.853    11.639   117.375     0.043  5873.0    77.3     4.337     0.004    -0.920     0.101     9.94446335     0.23872608  10.281   0.027   9.709   0.023 -99.000   0.020 -99.000   0.020 -99.000   0.020 -99.000   0.020   8.504   0.027   8.214   0.016   8.173   0.012  0  spc
     8776961     3149-211-1   299.22969000    44.93759000  1206.211    31.898    64.779     0.400  5807.0    77.3     4.031     0.012    -0.110     0.101     3.60125543     0.57717351  11.872   0.086  11.154   0.075  11.425   0.020  10.924   0.020  10.739   0.020  10.680   0.020   9.823   0.026   9.497   0.031   9.442   0.019  0  spc
     8780467     3162-173-1   300.20599400    44.98154100    69.239     3.471     6.216     0.118  4967.5    86.0     2.756     0.022     0.005     0.060     0.39327753     0.54249120  12.658   0.210  11.390   0.089  11.780   0.020  10.795   0.020  10.429   0.020  10.211   0.020   9.100   0.018   8.557   0.018   8.445   0.015  1  apo
     8782196     3162-455-1   300.66199700    44.92632700    65.970     0.682     6.693     0.019  4678.1    86.0     2.722     0.006    -0.073     0.060     1.37427306     0.55625910  12.497   0.190  11.345   0.087  11.625   0.020  10.673   0.020  10.317   0.020  10.121   0.020   8.982   0.026   8.401   0.021   8.290   0.019  0  apo
     8802374     3540-388-1   284.00045600    45.09176600    31.685     0.584     3.635     0.018  4725.6    86.0     2.405     0.009    -0.326     0.060     0.45653990     0.28847948  12.781   0.224  11.249   0.076  11.712   0.020  10.864   0.020  10.580   0.020  10.398   0.020   9.315   0.020   8.787   0.018   8.652   0.013 -1  apo
     8802782    3541-2708-1   284.23014000    45.08597000   771.388    45.941    45.118     3.123  5936.0    77.3     3.841     0.026     0.200     0.101     1.61015452     0.28006215  12.549   0.194  12.049   0.158  12.026   0.020  11.630   0.020  11.525   0.020  11.513   0.020  10.705   0.021  10.442   0.018  10.406   0.014  0  spc
     8803432    3541-2480-1   284.56509500    45.04562000    31.789     0.640     4.045     0.024  4836.1    86.0     2.412     0.010    -0.190     0.060     0.30456540     0.40900594  14.518   0.502  11.858   0.142  12.713   0.020  11.875   0.020  11.593   0.020  11.436   0.020  10.371   0.022   9.832   0.018   9.727   0.014  1  apo
     8804395    3541-2568-1   285.10292200    45.01965700    24.110     0.618     3.180     0.021  4644.7    86.0     2.283     0.012    -0.030     0.060     0.28272769     0.28768221  13.615   0.342  12.453   0.195  12.557   0.020  11.639   0.020  11.339   0.020  11.153   0.020  10.046   0.020   9.485   0.018   9.367   0.013 -1  apo
     8805565    3541-2599-1   285.77647100    45.08958100    32.969     0.666     3.820     0.016  4667.4    86.0     2.420     0.010    -0.179     0.060     0.71677470     0.33162284  12.318   0.152  10.867   0.057  11.260   0.020  10.376   0.020  10.101   0.020   9.922   0.020   8.885   0.054   8.280   0.044   8.156   0.023 -1  apo
     8813509    3543-3081-1   289.80099200    45.01742600    43.307     0.934     4.590     0.022  4759.4    86.0     2.543     0.010     0.190     0.060     1.35597789     0.57676286  12.083   0.117  10.925   0.061  11.450   0.020  10.543   0.020  10.267   0.020  10.101   0.020   8.951   0.023   8.467   0.021   8.355   0.012  1  apo
     8814586     3543-185-1   290.20461700    45.08166900    39.620     0.639     4.429     0.032  4850.5    86.0     2.508     0.008    -0.114     0.060     0.81115001     0.27253884  12.743   0.227  11.519   0.105  11.884   0.020  10.985   0.020  10.671   0.020  10.484   0.020   9.370   0.025   8.816   0.029   8.719   0.011  1  apo
     8817343     3543-959-1   291.23757200    45.07973500    90.754     0.740     8.488     0.020  4657.2    86.0     2.859     0.005    -0.062     0.060     0.91938418     0.27363178  12.737   0.246  11.899   0.167  12.099   0.020  11.197   0.020  10.907   0.020  10.737   0.020   9.656   0.021   9.110   0.017   8.991   0.014  0  apo
     8817551    3543-3048-1   291.31995900    45.01168000   737.414   115.024    43.190     1.329  5654.0    77.3     3.811     0.068     0.130     0.101     2.45961212     0.61724275  12.275   0.175  11.327   0.096  11.739   0.020  11.256   0.020  11.117   0.020  11.069   0.020  10.207   0.022   9.890   0.018   9.852   0.011  0  spc
     8822878    3556-2831-1   293.41136100    45.08028400    36.190     1.789     4.098     0.024  4697.1    86.0     2.462     0.022     0.139     0.060     0.79523033     0.31914672  13.206   0.333  12.035   0.179  12.639   0.020  11.650   0.020  11.329   0.020  11.121   0.020   9.994   0.021   9.411   0.019   9.263   0.012  1  apo
     8824452    3556-2994-1   293.99784800    45.04199200    51.180     0.384     5.518     0.018  4617.6    86.0     2.609     0.005    -0.341     0.060     1.11765432     0.42548656  12.703   0.224  11.109   0.074  11.713   0.020  10.819   0.020  10.502   0.020  10.315   0.020   9.216   0.021   8.672   0.023   8.505   0.014  0  apo
     8826079    3556-3724-1   294.58356300    45.00103800    34.014     0.838     4.183     0.034  4961.6    86.0     2.447     0.011    -0.381     0.060     0.63827676     0.34525502  12.804   0.230  11.510   0.100  12.135   0.020  11.331   0.020  11.035   0.020  10.864   0.020   9.782   0.021   9.274   0.017   9.144   0.014  1  apo
     8827646    3556-3625-1   295.11025900    45.07705700    33.383     0.843     4.080     0.017  4891.3    86.0     2.435     0.012    -0.335     0.060     0.76783121     0.34596238  12.645   0.224  12.483   0.221  12.790   0.020  11.903   0.020  11.579   0.020  11.385   0.020  10.281   0.020   9.706   0.017   9.595   0.012  1  apo
     8840004    3558-2485-1   298.71141000    45.00428800    11.065     0.295     1.571     0.013  4174.3    86.0     1.921     0.012     0.258     0.060     0.13865186     0.33133167  13.292   0.294  11.582   0.102  12.687   0.020  11.185   0.020  10.598   0.020  10.227   0.020   8.815   0.027   8.117   0.051   7.851   0.017 -1  apo
     8843610    3558-2427-1   299.74211600    45.07813600    41.516     0.603     4.532     0.024  4872.5    86.0     2.529     0.007    -0.168     0.060     1.14017904     0.34847677  13.427   0.336  11.878   0.152  12.497   0.020  11.477   0.020  11.088   0.020  10.858   0.020   9.687   0.028   9.086   0.030   9.031   0.020  1  apo
     8846187    3558-2493-1   300.46865200    45.07224700    48.708     0.617     4.910     0.038  4869.7    86.0     2.599     0.007     0.014     0.060     1.08368015     0.50014192  14.101   0.416  12.202   0.175  12.544   0.020  11.574   0.020  11.210   0.020  10.978   0.020   9.872   0.021   9.322   0.016   9.186   0.016  1  apo
     8866102     3540-760-1   283.15070000    45.13983200  2014.000    32.000    94.500     0.600  6325.0    75.0     4.272     0.007     0.010     0.100     6.50904884     0.27083315  10.042   0.026   9.549   0.022   9.602   0.020   9.296   0.020   9.182   0.020   9.229   0.020   8.417   0.020   8.191   0.021   8.140   0.013  0  spc
     8867740     3540-481-1   283.93985500    45.12085300    22.815     0.413     2.974     0.016  4563.3    86.0     2.255     0.009    -0.497     0.060     0.77801782     0.27291751  13.536   0.354  12.232   0.184  12.386   0.020  11.505   0.020  11.203   0.020  10.992   0.020   9.903   0.020   9.311   0.018   9.196   0.013 -1  apo
     8870432    3541-2621-1   285.31890800    45.16890300    44.737     0.543     4.504     0.013  4593.8    86.0     2.549     0.007     0.352     0.060     1.64770937     0.25577396  11.684   0.067  10.205   0.032  10.673   0.020   9.663   0.020   9.356   0.020   9.158   0.020   8.036   0.026   7.465   0.016   7.348   0.017  1  apo
     8872709    3541-3269-1   286.39639100    45.11065700    38.011     0.723     4.341     0.028  4835.8    86.0     2.489     0.009    -0.071     0.060     1.04000735     0.25451195  11.196   0.053  10.128   0.032  10.512   0.020   9.694   0.020   9.434   0.020   9.290   0.020   8.258   0.024   7.783   0.023   7.662   0.018  1  apo
     8872979    3541-3305-1   286.53001100    45.12569000    75.403     1.179     6.332     0.032  5080.6    86.0     2.798     0.008    -0.063     0.060     0.55701792     0.21714783  12.019   0.113  10.971   0.067  11.410   0.020  10.666   0.020  10.425   0.020  10.319   0.020   9.340   0.021   8.920   0.018   8.812   0.012  1  apo
     8879518    3542-1885-1   289.56856900    45.11464700    44.963     0.894     4.703     0.037  4860.1    86.0     2.563     0.009     0.076     0.060     0.71545887     0.25073197  12.749   0.225  11.324   0.086  11.734   0.020  10.880   0.020  10.607   0.020  10.414   0.020   9.341   0.025   8.841   0.017   8.731   0.014  1  apo
     8890410    3556-2650-1   293.60718000    45.13082900    62.057     1.334     5.395     0.031  4978.2    86.0     2.709     0.010     0.052     0.060     0.36748451     0.24854997  13.118   0.306  11.226   0.086  11.841   0.020  10.949   0.020  10.654   0.020  10.501   0.020   9.459   0.021   8.970   0.017   8.840   0.012  1  apo
     8911558    3558-2174-1   299.84390200    45.19053600    38.962     1.842     4.445     0.024  4920.6    86.0     2.504     0.021    -0.086     0.060     0.80368131     0.63558972  13.178   0.283  11.990   0.156  12.357   0.020  11.271   0.020  10.850   0.020  10.579   0.020   9.431   0.026   8.831   0.027   8.711   0.022  1  apo
     8914504    3558-2244-1   300.70544500    45.10429800    34.166     1.287     4.159     0.027  4859.7    86.0     2.444     0.017    -0.185     0.060     0.82912123     0.38057426  13.795   0.405  11.994   0.168  12.526   0.020  11.499   0.020  11.104   0.020  10.876   0.020   9.747   0.021   9.195   0.021   9.045   0.019  1  apo
     8915084    3558-2091-1   300.86818050    45.13062000  1608.535    71.579    78.645     1.056  5882.0    77.3     4.158     0.020     0.060     0.101     4.98507274     0.30817548  11.006   0.049  10.326   0.038  10.541   0.020  10.077   0.020   9.945   0.020   9.876   0.020   9.092   0.019   8.809   0.017   8.735   0.019  0  spc
     8937073    3541-1018-1   284.81653700    45.27827800    25.767     0.547     3.212     0.029  4642.9    86.0     2.312     0.010    -0.014     0.060     0.75335515     0.43991676  13.674   0.345  11.823   0.137  12.271   0.020  11.353   0.020  11.028   0.020  10.853   0.020   9.760   0.021   9.171   0.018   9.045   0.016 -1  apo
     8938364    3541-2345-1   285.54126000    45.27761000  1669.006     8.439    85.678     0.028  5677.0    77.3     4.167     0.004    -0.130     0.101     6.16591790     0.28887206  11.056   0.046  10.287   0.033  10.428   0.020  10.042   0.020   9.892   0.020   9.865   0.020   8.987   0.032   8.713   0.078   8.636   0.018  0  spc
     8940851    3541-2971-1   286.74329500    45.24585000    14.758     0.365     2.121     0.020  4405.8    86.0     2.058     0.012    -0.093     0.060     1.43703890     0.24526583  11.684   0.081  10.279   0.041  10.717   0.020   9.722   0.020   9.318   0.020   9.126   0.020   7.945   0.027   7.318   0.023   7.206   0.020 -1  apo
     8946471     3542-637-1   289.40835500    45.26384400    37.464     0.893     4.326     0.033  4802.9    86.0     2.482     0.011     0.001     0.060     0.28355843     0.33159405  13.041   0.277  12.096   0.175  12.880   0.020  11.976   0.020  11.667   0.020  11.483   0.020  10.354   0.023   9.813   0.021   9.701   0.014  1  apo
     8948403     3543-542-1   290.20152500    45.24962200    29.829     1.241     3.114     0.028  4685.4    86.0     2.377     0.019     0.092     0.060     0.51858127     0.25005919  11.715   0.075  10.270   0.038  10.645   0.020   9.756   0.020   9.441   0.020   9.303   0.020   8.189   0.020   7.647   0.021   7.578   0.018 -1  apo
     8950146     3543-803-1   290.81934000    45.24489000  2131.654    87.466    94.829     3.012  6228.0    77.3     4.293     0.018     0.040     0.101     3.74825578     0.49787281  11.789   0.087  11.196   0.084  11.273   0.020  10.964   0.020  10.880   0.020  10.866   0.020  10.077   0.023   9.840   0.019   9.812   0.011  0  spc
     8951178     3543-791-1   291.19053600    45.21769300   106.135     5.812     8.443     0.023  5072.8    86.0     2.946     0.024    -0.128     0.060     1.08067167     0.33507052  12.434   0.193  11.404   0.101  12.156   0.020  11.404   0.020  11.134   0.020  11.011   0.020   9.998   0.020   9.552   0.017   9.452   0.014 -1  apo
     8952800    3543-1061-1   291.76297050    45.26281000   973.873    22.044    53.048     1.345  5991.0    77.3     3.945     0.010     0.110     0.101     2.41196419     0.24009989  11.750   0.078  11.306   0.088  11.330   0.020  10.952   0.020  10.842   0.020  10.799   0.020   9.959   0.020   9.697   0.017   9.643   0.015  0  spc
     8955683    3556-2611-1   292.84923200    45.26158500    47.807     1.994     4.785     0.030  4939.2    86.0     2.594     0.019    -0.159     0.060     0.94098246     0.29969215  12.773   0.243  11.682   0.125  11.971   0.020  11.144   0.020  10.843   0.020  10.660   0.020   9.595   0.021   9.112   0.017   8.997   0.015 -1  apo
     8956017    3556-1639-1   292.97874000    45.27906000  1234.145    42.771    62.170     2.982  6467.0    77.3     4.064     0.015     0.160     0.101     2.93120765     0.31341235  11.087   0.047  10.587   0.045  10.653   0.020  10.376   0.020  10.303   0.020  10.319   0.020   9.608   0.021   9.420   0.019   9.329   0.019  0  spc
     8960083    3556-1781-1   294.34010500    45.20005000   100.175     0.668     8.469     0.018  4879.6    86.0     2.912     0.005    -0.081     0.060     1.11516500     0.29595178  13.371   0.320  12.456   0.201  12.996   0.020  12.161   0.020  11.844   0.020  11.676   0.020  10.630   0.021  10.094   0.017   9.980   0.012  0  apo
     8962923    3556-3603-1   295.23687200    45.26807400    80.670     0.998     6.961     0.045  5074.4    86.0     2.827     0.007    -0.140     0.060     1.03228664     0.28709748  12.170   0.137  11.309   0.086  11.826   0.020  11.066   0.020  10.764   0.020  10.619   0.020   9.596   0.021   9.137   0.017   9.025   0.016  1  apo
