KIC TYC ra dec numax sig_numax dnu sig_dnu teff sig_teff logg sig_logg feh sig_feh plx sig_plx btmag sig_btmag vtmag sig_vtmag gmag sig_gmag rmag sig_rmag imag sig_imag zmag sig_zmag jmag sig_jmag hmag sig_hmag kmag sig_kmag clump src
     8964218     3557-423-1   295.61928700    45.25778200    31.714     0.500     3.580     0.018  4408.3    86.0     2.391     0.008     0.233     0.060     1.42267096     0.35962662  14.839   0.677  11.778   0.151  12.625   0.020  11.499   0.020  11.099   0.020  10.847   0.020   9.642   0.023   9.049   0.020   8.848   0.012 -1  apo
     8984044    3558-2021-1   300.75745200    45.27124400    36.544     1.441     4.153     0.023  4720.6    86.0     2.467     0.018     0.035     0.060     1.26372337     0.43258569  12.309   0.159  10.705   0.053  11.043   0.020  10.059   0.020   9.711   0.020   9.500   0.020   8.359   0.018   7.807   0.020   7.667   0.017  1  apo
     9002777    3540-2692-1   283.47058400    45.35907700     6.038     0.245     1.113     0.197  4282.0    86.0     1.664     0.018    -0.223     0.060     0.75873774     0.29930353  11.930   0.102  10.429   0.042  10.913   0.020   9.793   0.020   9.397   0.020   9.162   0.020   7.925   0.021   7.251   0.017   7.094   0.016 -1  apo
     9002805    3540-2759-1   283.48922000    45.30785800    64.574     4.438     5.948     0.034  5002.4    86.0     2.727     0.030    -0.073     0.060     0.61996305     0.28161278  12.631   0.226  11.318   0.089  11.735   0.020  10.999   0.020  10.759   0.020  10.648   0.020   9.633   0.022   9.185   0.018   9.065   0.016  1  apo
     9003765    3540-2881-1   283.92508000    45.31582600    59.496     0.582     6.040     0.015  4576.2    86.0     2.672     0.006    -0.004     0.060     0.93677682     0.28325090  13.220   0.341  11.732   0.142  12.318   0.020  11.387   0.020  11.084   0.020  10.902   0.020   9.809   0.020   9.246   0.018   9.118   0.013  0  apo
     9004448    3541-1586-1   284.30424900    45.38540600    26.853     0.480     3.517     0.030  4625.4    86.0     2.329     0.009     0.057     0.060     0.44831061     0.27157408  13.921   0.409  11.639   0.115  12.215   0.020  11.295   0.020  11.012   0.020  10.822   0.020   9.744   0.020   9.178   0.018   9.072   0.013 -1  apo
     9005973     3541-728-1   285.09976950    45.31793000  1538.112   125.304    82.376     1.703  5906.0    77.3     4.140     0.035    -0.050     0.101     3.53629361     0.47293332  12.349   0.150  11.442   0.088  11.806   0.020  11.427   0.020  11.317   0.020  11.292   0.020  10.455   0.021  10.173   0.018  10.101   0.014  0  spc
     9007080    3541-2535-1   285.63537300    45.36539100    34.717     0.903     4.026     0.033  4625.0    86.0     2.440     0.012     0.125     0.060     1.42870772     0.36211297  11.516   0.063  10.022   0.029  10.469   0.020   9.542   0.020   9.252   0.020   9.098   0.020   7.976   0.021   7.427   0.046   7.306   0.031  1  apo
     9008270    3541-3300-1   286.17929200    45.39976900    34.243     1.068     3.989     0.016  4809.9    86.0     2.443     0.014    -0.043     0.060     0.64008063     0.30116782  11.939   0.097  10.756   0.056  11.093   0.020  10.269   0.020  10.011   0.020   9.876   0.020   8.805   0.018   8.310   0.040   8.196   0.014  1  apo
     9009158    3541-3318-1   286.60589900    45.33266800    26.928     0.638     3.117     0.022  4706.5    86.0     2.334     0.011    -0.018     0.060     0.81301737     0.24318074  11.927   0.101  10.615   0.051  11.125   0.020  10.283   0.020   9.997   0.020   9.823   0.020   8.715   0.023   8.237   0.024   8.099   0.020 -1  apo
     9009957    3542-1419-1   286.95268100    45.36108000   179.234     1.199    14.379     0.114  4891.9    86.0     3.165     0.005    -0.109     0.060     2.05223727     0.27671674  11.781   0.082  10.942   0.067  11.300   0.020  10.540   0.020  10.295   0.020  10.154   0.020   9.136   0.022   8.633   0.017   8.529   0.012 -1  apo
     9019877    3543-2792-1   291.06559700    45.38153500    66.189     1.424     6.023     0.033  4842.0    86.0     2.731     0.010    -0.101     0.060     1.02979875     0.27762938  13.539   0.406  11.913   0.185  12.086   0.020  11.237   0.020  10.929   0.020  10.760   0.020   9.705   0.021   9.166   0.017   9.048   0.014 -1  apo
     9024483    3556-3037-1   292.74193000    45.36743500    34.511     0.347     3.965     0.044  4699.1    86.0     2.441     0.006     0.068     0.060     0.73222101     0.30318952  14.672   0.580  12.094   0.172  12.752   0.020  11.819   0.020  11.490   0.020  11.296   0.020  10.156   0.020   9.635   0.017   9.512   0.015  1  apo
     9025029    3556-3029-1   292.93449200    45.35562100    40.473     0.786     4.473     0.039  4901.6    86.0     2.520     0.009    -0.171     0.060     0.67156929     0.29957855  12.925   0.255  11.282   0.082  11.479   0.020  10.669   0.020  10.388   0.020  10.235   0.020   9.256   0.020   8.677   0.017   8.586   0.020  1  apo
     9025882    3556-2993-1   293.25469500    45.36753500    33.451     0.647     4.143     0.026  4649.5    86.0     2.425     0.009     0.189     0.060     0.25396103     0.56637388  12.864   0.242  11.390   0.094  12.107   0.020  11.114   0.020  10.760   0.020  10.549   0.020   9.437   0.020   8.874   0.017   8.712   0.020  1  apo
     9026479    3556-2349-1   293.46426000    45.30748000   702.799    14.945    42.444     0.536  5570.0    77.3     3.787     0.010    -0.110     0.101     2.69174993     0.27863143  11.859   0.088  11.186   0.080  11.390   0.020  10.825   0.020  10.634   0.020  10.560   0.020   9.655   0.020   9.323   0.019   9.220   0.012  0  spc
     9026685    3556-2991-1   293.54973000    45.36153000  1128.535    37.660    61.894     0.559  5648.0    77.3     3.996     0.015    -0.060     0.101     3.18263150     0.26450656  11.803   0.078  11.343   0.087  11.537   0.020  11.013   0.020  10.866   0.020  10.790   0.020   9.899   0.021   9.558   0.017   9.488   0.014  0  spc
     9027871    3556-2399-1   293.96114800    45.38840900    42.242     1.028     4.332     0.015  4638.8    86.0     2.526     0.011     0.102     0.060     0.97609717     0.31109813  13.537   0.379  11.740   0.145  12.264   0.020  11.288   0.020  10.943   0.020  10.741   0.020   9.598   0.021   9.030   0.018   8.885   0.015 -1  apo
     9028321    3556-1871-1   294.11116000    45.34405500    46.715     0.553     4.731     0.016  4649.3    86.0     2.570     0.007     0.065     0.060     0.68060660     0.29424408  13.381   0.340  11.877   0.158  12.307   0.020  11.320   0.020  10.989   0.020  10.783   0.020   9.627   0.021   9.020   0.018   8.899   0.012  0  apo
     9029603    3556-3179-1   294.51370600    45.38549000   139.927     2.506    10.820     0.018  4925.7    86.0     3.059     0.009     0.243     0.060     1.25373769     0.27595824  13.168   0.296  12.066   0.168  12.396   0.020  11.573   0.020  11.320   0.020  11.169   0.020  10.132   0.021   9.653   0.017   9.534   0.014 -1  apo
     9032691    3557-2114-1   295.51540200    45.36658900    35.121     0.723     4.096     0.132  4849.9    86.0     2.456     0.010    -0.152     0.060     1.30922687     0.67070121  13.096   0.307  11.392   0.097  12.024   0.020  11.127   0.020  10.813   0.020  10.631   0.020   9.557   0.023   8.974   0.018   8.868   0.012  1  apo
     9049593    3558-2118-1   299.79133950    45.39158000  1916.848   140.088    85.064     2.925  6012.0    77.3     4.239     0.032     0.240     0.101     4.38713971     0.26789287  11.321   0.060  10.441   0.043  10.779   0.020  10.325   0.020  10.204   0.020  10.178   0.020   9.392   0.027   9.095   0.030   9.060   0.020  0  spc
     9051235    3558-2321-1   300.21721950    45.35610000   909.289   109.103    51.208     3.756  6013.0    77.3     3.916     0.052     0.190     0.101     2.57203449     0.37701443  12.566   0.209  11.280   0.089  11.983   0.020  11.451   0.020  11.286   0.020  11.211   0.020  10.348   0.018  10.063   0.017  10.005   0.015  0  spc
     9072262    3540-2556-1   283.63563500    45.49382000    39.011     0.551     4.512     0.016  4750.9    86.0     2.497     0.007    -0.724     0.060     0.43351415     0.38310602  12.846   0.247  12.119   0.174  12.577   0.020  11.813   0.020  11.519   0.020  11.377   0.020  10.331   0.021   9.781   0.018   9.672   0.016 -1  apo
     9073950    3541-1690-1   284.54847000    45.49763000   296.454     3.952    20.644     0.026  5015.0    77.3     3.389     0.007    -0.110     0.101     1.73578831     0.30269165  12.314   0.156  11.592   0.110  11.953   0.020  11.271   0.020  11.020   0.020  10.909   0.020   9.943   0.020   9.498   0.018   9.416   0.014  0  spc
     9075225    3541-2506-1   285.27691400    45.40520100    56.425     0.659     5.389     0.018  4779.0    86.0     2.658     0.006    -0.103     0.060     1.01829243     0.26406154  11.647   0.066  10.495   0.040  10.787   0.020   9.988   0.020   9.742   0.020   9.581   0.020   8.496   0.021   7.988   0.016   7.886   0.016  0  apo
     9076584    3541-1580-1   286.04900700    45.41309700   149.953     0.938    12.169     0.022  4977.0    86.0     3.092     0.005    -0.175     0.060     1.19119823     0.23562302  13.019   0.250  11.870   0.154  12.054   0.020  11.327   0.020  11.093   0.020  10.978   0.020   9.943   0.021   9.511   0.017   9.392   0.014  0  apo
     9077453    3541-3101-1   286.54053900    45.46210900   163.875     0.877    13.254     0.021  4916.4    86.0     3.128     0.004    -0.222     0.060     1.22434437     0.39556071  13.298   0.355  12.235   0.208  12.632   0.020  11.908   0.020  11.654   0.020  11.517   0.020  10.494   0.022  10.036   0.017   9.940   0.016 -1  apo
     9077844    3541-2874-1   286.75806900    45.41875800    47.950     0.728     4.719     0.019  4668.2    86.0     2.583     0.008     0.369     0.060     0.99956584     0.32872957  12.129   0.135  10.672   0.054  11.034   0.020  10.068   0.020   9.789   0.020   9.604   0.020   8.470   0.020   7.935   0.036   7.822   0.021  1  apo
     9080175    3542-2075-1   288.03397400    45.49335900    48.560     0.551     5.331     0.018  4637.5    86.0     2.587     0.006    -0.435     0.060     1.57037628     0.36947951  11.826   0.083  10.582   0.046  10.930   0.020  10.112   0.020   9.781   0.020   9.613   0.020   8.566   0.023   8.071   0.038   7.897   0.020 -1  apo
     9080407    3542-2161-1   288.15898500    45.48676700    45.617     0.778     4.750     0.013  4778.5    86.0     2.566     0.008    -0.181     0.060     1.15531862     0.41085827  11.831   0.083  10.640   0.049  11.058   0.020  10.212   0.020   9.902   0.020   9.736   0.020   8.672   0.034   8.171   0.021   8.053   0.038 -1  apo
     9080445    3542-1199-1   288.18673300    45.41355500    39.592     0.894     4.420     0.027  4898.0    86.0     2.510     0.011    -0.186     0.060     0.94250208     0.24489892  12.235   0.156  10.804   0.060  11.207   0.020  10.405   0.020  10.145   0.020  10.012   0.020   8.984   0.021   8.434   0.021   8.330   0.029  1  apo
     9080606     3542-535-1   288.27555400    45.44131900   128.430     1.714    10.798     0.015  4955.3    86.0     3.023     0.007    -0.230     0.060     1.40511394     0.24616432  12.101   0.131  11.353   0.092  11.627   0.020  10.890   0.020  10.634   0.020  10.499   0.020   9.498   0.021   9.078   0.018   8.938   0.011 -1  apo
     9091772    3556-1753-1   292.93690300    45.41814800   113.643     1.839     8.797     0.040  5050.5    86.0     2.974     0.008    -0.039     0.060     0.94811654     0.25184536  14.054   0.436  12.006   0.167  12.167   0.020  11.452   0.020  11.199   0.020  11.057   0.020  10.076   0.020   9.618   0.017   9.515   0.022 -1  apo
     9093289    3556-2691-1   293.47440000    45.48038000  1731.183   272.149    85.796     1.608  6268.0    77.3     4.204     0.068     0.100     0.101     3.29632338     0.32676964  11.824   0.082  11.366   0.090  11.349   0.020  11.016   0.020  10.922   0.020  10.910   0.020  10.152   0.020   9.914   0.018   9.875   0.012  0  spc
     9098294    3556-3445-1   295.08835950    45.48915000  2327.298    16.152   109.120     0.044  5852.0    77.3     4.318     0.004    -0.180     0.101     7.97162065     0.28317060  10.599   0.037   9.980   0.030  10.051   0.020   9.676   0.020   9.556   0.020   9.511   0.020   8.723   0.024   8.420   0.026   8.364   0.012  0  spc
     9100325    3557-1975-1   295.71890300    45.44643400     5.888     0.425     0.972     0.022  4215.0    86.0     1.650     0.032    -0.131     0.060     0.19897223     0.34037310  13.764   0.406  11.989   0.168  12.801   0.020  11.522   0.020  11.027   0.020  10.702   0.020   9.400   0.021   8.651   0.020   8.479   0.014 -1  apo
     9109244    3557-1893-1   298.05767900    45.43710300   178.845     0.823    13.731     0.016  4914.0    86.0     3.165     0.004    -0.026     0.060     1.62113881     0.31394276  12.766   0.234  11.729   0.141  12.160   0.020  11.294   0.020  11.014   0.020  10.810   0.020   9.760   0.021   9.274   0.017   9.161   0.016  0  apo
     9109723    3558-2047-1   298.17951800    45.46338300    58.813     2.094     5.322     0.138  4914.5    86.0     2.682     0.016    -0.009     0.060     1.49624503     0.47787946  12.060   0.123  10.452   0.044  10.946   0.020   9.982   0.020   9.640   0.020   9.445   0.020   8.327   0.018   7.796   0.021   7.708   0.016  1  apo
     9116461    3558-1338-1   300.07029000    45.45361000  2241.753    67.367   105.301     3.739  6481.0    77.3     4.324     0.013    -0.030     0.101     7.67278965     0.25457353   9.766   0.023   9.300   0.020   9.347   0.020   9.104   0.020   9.039   0.020   9.060   0.020   8.341   0.019   8.130   0.029   8.130   0.015  0  spc
     9119915     3559-732-1   301.02429600    45.41538600   147.610     0.964    12.507     0.014  4922.8    86.0     3.082     0.005    -0.306     0.060     1.57278466     0.29950741  13.612   0.384  12.220   0.191  12.801   0.020  11.938   0.020  11.609   0.020  11.428   0.020  10.320   0.018   9.814   0.017   9.720   0.019  0  apo
     9138411    3540-2610-1   283.68985500    45.53294000     3.405     0.313     0.695     0.065  4078.1    86.0     1.405     0.040    -0.311     0.060     0.32507902     0.28317627  12.841   0.240  11.403   0.092  12.039   0.020  10.831   0.020  10.325   0.020  10.046   0.020   8.763   0.027   8.016   0.024   7.826   0.016 -1  apo
     9138680    3540-2308-1   283.85131050    45.54317000   708.002    42.204    41.555     0.893  5766.0    77.3     3.798     0.026     0.310     0.101     1.66149855     0.26468648  12.045   0.113  11.549   0.106  11.850   0.020  11.429   0.020  11.296   0.020  11.267   0.020  10.450   0.021  10.178   0.018  10.144   0.014  0  spc
     9139151    3541-2136-1   284.08860000    45.51475000  2687.230    18.626   117.249     0.051  6302.0    77.3     4.396     0.004     0.100     0.101     9.60612889     0.22957901   9.910   0.027   9.351   0.021   9.435   0.020   9.091   0.020   8.991   0.020   8.998   0.020   8.238   0.032   7.968   0.018   7.952   0.016  0  spc
     9142574    3541-1308-1   285.96667100    45.54624900    28.348     1.248     3.802     0.015  4803.9    86.0     2.361     0.020    -0.414     0.060     0.79555357     0.26425749  13.418   0.324  11.666   0.116  12.218   0.020  11.427   0.020  11.136   0.020  10.993   0.020   9.914   0.023   9.429   0.020   9.306   0.011 -1  apo
